"Sequence","Score"
"818/2-44814/5/-/X9/-","115"
"543-2/X-262XX15X31","111"
"2/XX-9X2/X9-81-2","147"
"XX7/1/6/2/1--3XX55","146"
"4/33X538/XX359/5-","134"
"8/1-X8/X3/9-7/9-72","137"
"4-813/X-621231/7/X32","115"
"6/2/X9/63X35-34154","120"
"532/52X7/XX6/4/23","147"
"-/X12X9/X8/71X22","139"
"-73354XXX71X2/4/9","158"
"34X9-7/1/2/X-/X7/5","153"
"X9/X1/611/8/1/5-3/1","143"
"23X4/-/2/XX1/5-X63","147"
"-2XX6/X6/5/9-X6/1","162"
"14X61429/X24X6/X61","134"
"2/9-X26X717/XXX62","174"
"9-5/32X42623/X8/-4","111"
"9-8/182781X2/4/XX46","145"
"9/-1X7-X519-2/5-X45","105"
"2-62262-9-9/X4/3-45","94"
"X7/2-6/53XX45335-","120"
"9-72X2/4/5/1742X5/-","122"
"5/5/4/X6-X5/8/34X1-","140"
"1545XXX3/8/1/4-X71","153"
"6/81-4-/8/9/3243X4/8","131"
"-86/X1/X6-14-89/17","122"
"45X2/144/2/X1/XX46","161"
"2/X8-3/1/6/4/XX7/8","172"
"4/X1/3/X1/4/13XX61","165"
"312/3/X4--/4/X2/4/9","142"
"XXXX4272X45335/2","161"
"8-9/XX7/X3/8/9-44","169"
"316/61X33626/6-4/X12","112"
"22-1XX9-4-4/6-2/X52","125"
"X6-XXXXXX6/71","213"
"3/51X1/4-7/-24/2417","97"
"XXXX6/X-6X9-3/-","186"
"45X35X175/9/-/XX71","155"
"8/X2/8/4/X-/3/X72","173"
"2-3/-7X42-5XX18X71","113"
"XXX427/45819/2/9-","148"
"X6/X8-9-4545X3/63","138"
"7-15X6/X6/-/9-8/2/5","138"
"-2-/2/XXX254/-/62","144"
"7/X5/X548/XXX9-","195"
"53X627/6-9/X8/X5/2","148"
"6/XXX4/1/X3-X9-","169"
"6/6-4-54X8/-73/X3/-","122"
"XX9-6/7/6/X337/1/6","159"
"6/8-5/7/544/4/531/3/X","137"
"814/8-72XXX44617/9","150"
"22X4-5/X-/XX6/9/X","167"
"1/7/9-8/9-4/X214-XX","133"
"XX4/35X7-XX6--9","146"
"X6-9/27315--8321/4/3","92"
"-9-2X9/XX4/5/X4-","148"
"229-81365/4/817/6/72","114"
"XX8-2/X8/4/X1/X45","187"
"X716/X72X3/41-8X26","139"
"-/X2/7/X5/X21X5-","153"
"-/8-8/13XXX5-X2/2","148"
"618/53177-X4/8-321/X","116"
"8-XX2/X-1X8-8141","122"
"9-X2/279/X-9X-/X53","156"
"5--04-X4/533/5/3-2/5","98"
"1/2/X3/9/X152/X4-","151"
"529/9-XX328/44362/9","128"
"4/8/-0X3/3/72X2/X82","147"
"2/4/X7-X-21/X6/7/9","148"
"X9-X71-09-1/151/2/3","105"
"X-/81XX326317624/X","135"
"X6/5-2/-/X272/5/X73","153"
"X3/-07/2/X256/5-6-","112"
"X6/XX45X9/6/X7/-","178"
"8/XXX6/7-2536XX64","182"
"-/XX4/9-XX717/8/-","173"
"-9XX72815/XXX3/7","183"
"725/9/1/7/33XX5/8/4","152"
"1/6/5-3/X2/1/7/XX--","154"
"XX6-458-8/X2/-0X25","132"
"X129-X1/1/71XX9/7","147"
"9/9-X22X518/72X3/9","133"
"2/X32328-7--/XX9/8","147"
"X2621X32818-XX9/6","131"
"6/4/6/X167--/9-X1-","121"
"6/81623/XXX4/44X61","168"
"X-85-4/815/X7/X5/5","153"
"X-/X5/719/XXXX9-","213"
"8-X727272XX7/X1/2","153"
"18-02/2-XX2-11X7/X","101"
"XXXXX1/5418X6/9","203"
"9/72X344--/45-/8/12","109"
"14545/615313115/X7/7","108"
"44X5/XXX9-9/-8X73","173"
"-7442/XXX2/3/X5/5","175"
"8/2/3/X2/XX713/9-","166"
"72X447/7/X1/2422X24","130"
"9/-/4/2/31X-/623-X53","118"
"4/9/X-/52-6X1-XX37","142"
"6/52217/7/XXXX9-","179"
"459/3652X-253X7/X5-","115"
"349/5/XXX61-/X9/6","178"
"54-1XX6/XX6/X8/-","172"
"XXX9/XX1-244-X17","160"
"X9/8/243/X6/XX7-","167"
"XXX45611-X537/-8","134"
"636/35X1735XX6223","121"
"-32/813/XXXX54X24","179"
"312/2/8/X7/34X81X73","142"
"44-/1/8-XX6/X5354","146"
"XXXX429-4/XX25","181"
"7/X81-97/7-9/14-/27","118"
"44XXXX4/5/8-8/2/5","180"
"XXX7/XX7-4472X8-","183"
"3-2/623/3/7/24XXX2-","139"
"XXXX8/5381277/5/3","177"
"1/9/2/XX-7X7/3/5/4","157"
"X-/X2/X9/2/XX-/5","187"
"2/XX7/81X-59/X-8","160"
"71327/-/35XX6/5-5/2","122"
"6/X81-/X9/X6/819/4","169"
"7/-/368/3/41-/6/XX61","143"
"244/6/61X8163X2-71","104"
"42-54-1/11XX5/1/X55","124"
"X3/2/1/X-/539-8-X9-","142"
"XX814/XXX-1XXX","188"
"8/81XX8/12-/X2/9-","157"
"7/3/XXXX3-XX-/9","191"
"-95/X9/6/X4/116--9","133"
"XXX17-/8/619/8/36","158"
"4/-/62X-581626-X8/8","115"
"26X332/6/5/6/XX81","153"
"62X-59-2/1/9-27X61","109"
"3/14XX-9XX7/X4/8","169"
"9--59/X31X7/XXX45","165"
"2/1/X-0X7/-681X1/3","119"
"X4/8/XX6/XX-7X91","188"
"6/4/XX816271XX-3","142"
"XX-/X6154XXX6/6","185"
"8/72XXX6/4/X1/2/-","178"
"9/5-7/X3/X7/2--763","130"
"721/X2/337/X3/5-5-","133"
"9/XX35X3/X1/8/34","167"
"63X8/7-XXXX6/8/9","196"
"2/5/5/X6/2-XXX53","165"
"2/339-8/8/X6/6/8/4/4","148"
"8--17/X5-3254X3-6/3","92"
"6/713/3/6/X1/-/XX-9","163"
"-9-/X9/X8144X81X15","149"
"XX4/9/X81X3/X-3","167"
"61534/X7/342/127/53","112"
"4/4-5/7227X2/4/8/X26","143"
"2281619-2--/6/52X34","93"
"451/XX9/-224X42X-6","134"
"-1X2/2/63236-4-XX82","121"
"16XX8/2-X54XX71","150"
"X8/-/2/X6-71XXX31","159"
"3/XXX9--/X2/26X71","185"
"9/14352/-/X7144X5-","108"
"XX2/5/X-/X34XX37","184"
"XX9/9/3/-7X-/XX--","168"
"8-X-/XXX7-213/4/2","158"
"42X4/7--2163/15X1/1","107"
"X8-X-/X81233/632/1","135"
"X6-348/-/7/X4/XX55","161"
"XXX3/XX36X546/7","189"
"XXX8/3/5/XX2/8-","194"
"X2/-/X9/X9-XXXX","198"
"2/1531X815/XX716/1","133"
"9-8/XXX6/XX459/6","193"
"6/5/18-33/72257/547-","102"
"XX8/429-5/XX2-X34","150"
"154/9/34XX11X5/3/4","127"
"7-9-43XX427/31X44","112"
"5/X-/-/8-513-X8/43","126"
"4/XXX1-51X2/365/9","150"
"36618--3XX129/1-X51","92"
"XXX9/X9/XXX36","220"
"XXX81421218XX-9","152"
"9/8/9-XX3/7/3/X4/6","175"
"3-5/1/34525/X9-3/26","109"
"XX8/X36454/9/1-4/2","148"
"8/2/8/2/XX1/-134X5-","136"
"XX-21/X9-X3/X5/5","157"
"229/8/81X72634/X41","126"
"XX9/4/35813/5-1/7/1","141"
"625-X9-6-1/X8/131/X","122"
"3/X9-62XX5/X-/62","165"
"6/8-X2/X7-X721/5/1","144"
"3-2-119/X9/6-X72X72","116"
"3/81X-9X3/2/9-XX71","160"
"33X9-X7/638--/XX33","146"
"X4/9-XXX8/7/X14","183"
"521-8-9-4/XX9-3/54","126"
"4/6/8/8/3/-2228/X25","125"
"1/X5-X1/X4/7-XX91","173"
"2/4/X219--/51636/7-","113"
"2/4/5/12X4/XX9/X72","171"
"XXX9/-/XX8-6-9/-","179"
"X33X6/X1/7153612/5","137"
"XX354/54-/6-X8/X41","150"
"184/52XX1--/9/3323","107"
"X6/X8/X34221/8/4/9","159"
"XX9--/XX8-8-XX19","180"
"711/X41X1-X7/X-/X","140"
"-/2/348/X9/X9-X27","148"
"XX-7X8-43-32/6/X54","135"
"-42/711/367/X514/X8-","131"
"11336/-66/9--181819/2","83"
"9/9-7-X8/X8/X2/6/2","163"
"8-5/-/X9/XX-/X24","160"
"9/X1/X6/5/36X7/8/9","174"
"X8/1/4/6/7-11-04/8/5","120"
"X9-3-3/9-418/7/XX82","149"
"8-218/2/X266/-/XXX","149"
"6/-/X5/9-X8-X3/X53","162"
"X2/XX-/3/X5/9-X1-","172"
"9/X5/XX728/6/X7/1","182"
"X3/721/X137/813/43","132"
"4/8-X3/X54XXXX22","190"
"-38/1/149-9-X52XX-X","112"
"8-XX-0X4/333/61X9-","119"
"5317-/3-8/X-571624/1","99"
"-5XXX11327/X-5X82","135"
"1/X2351-9-/X6/6171","126"
"X41XX2/X538/-/X3-","151"
"6-53X1-X9/X5/X9-","134"
"7/XX3/458--5X5/31","136"
"1/7/X8-81X23XX5/2","149"
"1453278/-/5/8/3/179/8","115"
"624/3/7-XX2/XX-/4","161"
"8-X7/8-1/X71X8/9-","148"
"436-X6/3/X5/XXX8-","182"
"33XX1/XX9/6/4/81","173"
"2/1/9-16X6/52-571X36","120"
"X6/4/8--/4/42X3518","129"
"XX44X5-X72452/X19","147"
"2/6/548-354/14X3/-7","109"
"8/X6--/XXXX1/7/9","199"
"XX634/X8/2/4/61X53","161"
"-481XX4/XX8/X36","173"
"819-X5/XX8/639/51","152"
"8-1/X5/-9421/1372XX","117"
"XX2-447254X4/429/9","121"
"6-2/33638/X2/4/9-33","122"
"21XX5361XX-/XX81","168"
"2/2/2/3/-44/415/7/8/2","117"
"7/614/7/8-725/X24X72","136"
"5/X52225/1/1-4235X63","104"
"7-X35176/9-X1/2/2/5","128"
"2/X7/-/-/XX3/XX15","180"
"X7/3/9-81XX6/X7/-","166"
"9-XXX419-XXXX-4","186"
"X1-81XXXX-/63X6-","162"
"1/81X-6X2/5/X9-3/2","144"
"717/11XX6/X4/9-7/7","152"
"X319/638-5/6/72-772","109"
"5254X7/52X5/-/355/8","127"
"XXXX4/8/XX1/2/6","211"
"X7/X4/9-249-7/9/5/1","148"
"9/-3138/-35212X336-","68"
"-/528-X5/X5/X4/31","147"
"1113X-2545171XXX64","119"
"1723X35X44429-XX-4","114"
"2/8/X9-31XX-/-772","136"
"9-X72X3/2-9/X9-X1-","130"
"X6/X816/X7/72XX4-","172"
"X7/34XXX53-5-133","133"
"X8/3/XX51X7/XX-6","176"
"3/5/XX35XX524/1/1","155"
"62XX141/X8/9/X72","156"
"9-9/341543X4/X3/-3","115"
"8/X-/7/81X2/-19-X15","140"
"8/X3/5/3/X9/186-X32","149"
"XX9-1/4/8/XX8/X41","192"
"433-1562-/3/41-6X7/2","94"
"-5XXX222/XXXX13","190"
"-14-8/X423-5-6/-951","80"
"XX8/8-3/4/7-8/3/3/4","152"
"7/-3-/X5/X1/639-62","135"
"9/9-1/128/X62XX-1","120"
"9-11717/XXX1/6/X36","165"
"5/2/XX-/43329/XX25","157"
"5/4/X14X2/7/XXX45","184"
"2/2/364/62719-8/XX5-","135"
"7-42X9/X5/X53811-","129"
"5/2/XX4/6/X9/XXX","202"
"544/7-X9-8-6/X8-63","124"
"7/2/X53X-2X816/-4","114"
"4/728/317/X2/X-/X9-","162"
"24-37/1/6/9/X3/X62","141"
"X44X81XX-/XXX81","191"
"9/3/X1/X535/9--331","134"
"-9X8/X-5XX8/26X36","156"
"1/62X5-7-X8/16729/5","113"
"3/1/35256-XX326/32","106"
"XXXXXX72223/X9-","218"
"431/X-9-7XXX7/81","166"
"71X8123459-1323XX7-","112"
"XXX5/7/3/X2/X8-","191"
"4/21XX26X21626/42","107"
"X1/X2-248/-7X7/-2","109"
"72X3/XX719--/2/8/2","153"
"359/X44X7134X81X1-","126"
"9-4/XX3/6/X6272X81","162"
"1-639/81X16XX9-8/2","130"
"8/54XX7/-7XX2/X13","164"
"XX7/8-5251-2XX4/4","146"
"X9-8/5/X6/X71XX81","176"
"X1/4/1571X4/X6/-9","138"
"8-26XXX-8-/X7/-/5","157"
"1/7/-0X8-7/518/X2/7","131"
"9/XXX721/-/XX26","183"
"1/X7114XX9/X3/18","160"
"7/3/1/-/8/X54X8/XX","160"
"X3/4/5281X7/XX-/7","162"
"32XXXX22-/X-/1/-","166"
"X53XX9-316/4/XX72","167"
"6/X7/21XX62X45-0","135"
"X818/X8/2-1/21X2/4","131"
"-27-4/216/1/XX2/9/4","130"
"X532/5/32813/2/X22","118"
"XX453/9-2/XXX8-","184"
"2/8/51X-0X53X3661","110"
"512/XX812/5/7-X1/6","157"
"-/6/6/6/2/9/5/6213X28","142"
"819-51163/6-1-2/52XX","96"
"XXXX151/XX8-X55","197"
"7/9/5/X9/X331/X16","160"
"7/72X5/6-2/XX511-","136"
"8/XXX9/X5/2/XX8-","217"
"XX1427-/52X43-58/7","118"
"4/8/9-X5-XX5/24-8","137"
"8/8151-/5/61X41119/6","109"
"365/9-X-2X9-XX-3","115"
"X8-X-/16X625/X8/5","145"
"18-/724-X2/X8/1654","126"
"X4/22X3-X7/4/41X62","123"
"X8/3/4/9-633/3/X9/1","148"
"XX7/1/XX345/X2/X","185"
"XX638/XX-85/XX2-","174"
"8/XXX4-8/2/45215/5","145"
"13-7X1/X52629-6142","105"
"X5-XXX2/6/27XX73","176"
"5233XX1/XX8/5-X6-","158"
"8/X53XXXXXX6/8","230"
"21X5/X533/16XX1/X","148"
"128/428/7-1333X72X11","97"
"8/6/7/XXX-/-1149/7","156"
"4-23X-/X9/X2422X62","133"
"1/XXX3/2-9/32X26","151"
"X6/9-53518-714-X9/9","121"
"2/XXX2/449-437/3-","146"
"9/35X6/81XXXX3-","167"
"X4/X139-1/X-35-X61","125"
"8-6/X6-6/8/9/5-7/35","128"
"5/1/1/3-7-8/X45XX21","128"
"6/1/X5/2/51X4/X51","146"
"X8-15X8/3/X5/XX51","166"
"6152X8-9-X6351XXX","133"
"5/819/2/-9X817--6X14","114"
"8/-7X-76/24X33X72","109"
"X4/XXX8/6/X-/XX","214"
"X81X2/XX2-147/X42","145"
"X2/X2/X8-X6/XX6-","188"
"268-X2/51X3/6/2/8/X","143"
"XX8/X7-5/4/X433/5","165"
"X-0437234624/X7-X63","104"
"-92/X6/549-X51X7/5","139"
"729-41XX4/9-7/5/3/4","137"
"24XX8/XX9-5/4/X-8","183"
"X7/XXX8154335/X54","180"
"4/X-47/-/7161X34X42","120"
"X4/2772-4XX8-8-1/1","127"
"9-54X6-353/25X1/X55","127"
"X-/X4/XX6/9-2/X-6","190"
"XXX3/XX9/717-X25","191"
"9--6-3X4/-27/7/7/21","99"
"25X8-9/XX43X2/XX","161"
"X-/3/-/2724X6/X7-","134"
"-4X31-/XX5/1/9-X9-","145"
"4/7/3244X2/X3/X7/1","154"
"X9-1/-123XX6/6/43","127"
"7-X9/7116-/2/X4/X13","145"
"2--2X8-X1/9/63151/4","114"
"813/X9-X4/-67/-61/8","127"
"52X-0164-XX7/-271","95"
"X-34/354/X8-XXX13","148"
"9-242/42X7-X7/2/XX","131"
"63-18/3/9-627/36XX6-","123"
"XX9-23X4/14X8/X13","152"
"-/X9/1-61X8/X2/63","144"
"X-/7/9-X-2236/227-","107"
"3/2/X544/7/9/717-X5-","143"
"X9/X3/8/4451274/53","138"
"X42X-/X2/X8-XX41","167"
"X7-7/XX5/7/9-6/7/-","161"
"XX12X8-5/-/XX5/7","155"
"X7-XX7/7/7-XX1-","145"
"42X6/XX9-XX4/9-","175"
"4536XX1/3/3/451-9/5","124"
"8-XX52X4/X-5429-","132"
"X1/XX14XX4/5/1-","152"
"X6-X63711/X5/XX-3","151"
"3/25XXX9-XXX35","185"
"533/X6-2-X41-/-/15","99"
"X3/5/5/X4/4/4/X22","156"
"36X7/544/-4X-/549/-","121"
"6/X61X2572XXXX44","179"
"4/5-X1/5/529-2144X13","111"
"X9-5/1/8/X1-XX1/3","143"
"1/6/4/2/7-71-5X1-X51","107"
"7/X524/632125X8/36","121"
"XX41715233X139-X71","110"
"X71X7/X3/9/3/X22","156"
"6/23X4/234/X7/XX35","155"
"14XX6/436/5/8/6/X37","161"
"XX9/XXXXX6-X82","227"
"3/6/61-5XX819/X9/-","150"
"-/628-41439/2/X1/X64","136"
"X5/XXX9/6/X-022","169"
"X3/119/8-33627-X7/9","119"
"4/X3518-/-026XX41","117"
"34X8/XXXXX-/X91","217"
"-/-6X7217X3/1/XX2-","137"
"XXX-7X-63/2118X17","138"
"3/35131/3/7/8/X5/81","140"
"XX819-2/1/X1/-/9-","154"
"6/5/X3/X1/2/XXX5-","197"
"X-/4/-/9/2/X3/XX81","182"
"72-/8/X-4X-0X7-81","108"
"-43/9/7/X5/8/8-4/81","151"
"9-X3/6-3/XX-/X4/5","166"
"3/8/XX3-7-X-/8-X73","150"
"3/X8/XXXX6/X9-","214"
"61634133X8-719-X43","94"
"XX1/7-711/XXX8/4","185"
"9-XX4/X16X9--342","134"
"2/4/X6/454/4/-/X7/8","159"
"X2/X228/9/X123436","129"
"X718/3/X9-412/18X13","126"
"8-81354-XXXX9/36","160"
"5/8/XX2/3/4235X8/8","159"
"X4/X15-/52XXXX52","186"
"XXXX6/63X-93-X28","182"
"8-546/336/XX3/9/9/2","149"
"X6/61X5/639-X-/5/5","147"
"9/6-2/-941-/8/2/X6/-","126"
"X-/2/XX6343XX1/3","167"
"3/8/8-8-2-5/X7114XX","125"
"X357/X3--8349/X4/-","127"
"5/317--/3/X3/7-6/3-","117"
"4/147-X7/1/362/71X33","117"
"X8--13/548/5418X5/3","117"
"9/X6--2XXX4/519/4","153"
"1263X2/72X4/8-7111","114"
"6--/X5-8/5-X3/4/43","121"
"3-X26635/9/6-26-8X71","113"
"1/5/441/X35X-/6224","133"
"8163XX639/XXXXX","202"
"361/XXXXXX-6X46","211"
"3-9-1/7/X-42/718-7/6","116"
"XXX9-6/3/XX214/3","171"
"81X-/X3/8/63X172/5","153"
"XXXX8-5/118-6/X43","172"
"4/X2-XX1633-9X81","122"
"1/259/X5/XX9/3513","153"
"X517/1/X-23/328/9-","113"
"62X53X4/X7/XX-6","156"
"X32X3/X-/XX1/72","167"
"XXX436/1/9-1/9/X7-","173"
"X3/X3/X9-X7/4-X72","165"
"X6/273/X8/X72X61","153"
"6/26XX-/44X9/X81","150"
"X6/6/6-XXXX2/X61","197"
"25XX451/X1/1/817/1","148"
"2/9/-/X714/1-8/XX51","148"
"X4-43X1/5/X2/2662","128"
"43XXX518/XX7/8-","177"
"1/9/X4/XX2/3/81X54","180"
"9/8/6/1/342/9-X-/51","134"
"XX3--/132/8/5-53-/-","110"
"X714/269-7/4/6/5421","112"
"X8/5/X5/5/6/4/4/X-5","169"
"8/7-4/4426819-XX72","127"
"-/XX9/-/52X6--31/X","146"
"9-XX-/X524/43X71","140"
"35818/X-/1/XX2/42","150"
"8/2/-/238/X3/X-21/8","131"
"X815/XXXX61XX--","188"
"X-61/9/1/8-X9/5/33","132"
"332625X6/XXX32-/X","154"
"-/9-XX4/X34X3362","146"
"7/7/-/4/71XX-6-77/5","130"
"351/6-5-9/3/XX1/X13","143"
"4/XX2--13/3/72-1X18","116"
"135/XXXXX9/2/1/X","206"
"5/21529/XX625/72XX","140"
"1/XX2/3/626/X3134","144"
"XX547-8/XXXX8/4","202"
"X-5-0X-1X62X8/X45","117"
"X2/4162XX35X-75/3","133"
"XX8/718/615/X5-5-","141"
"X4/X6/2/-13/1/6-X15","132"
"729-268/2/X6/2/8/7-","132"
"9/51X369-X2/42X9/6","134"
"-/X18236/7/2/6/521/6","136"
"8/9/26717-XXX-73/-","138"
"X-1X7/-/3/X9-1/81","130"
"1/-/6-XX8-XX6111","138"
"X33X25X43354/9-6/9","125"
"X41-33/111/5-X7/4/8","108"
"9-9/7-7-XXXX3/8/5","176"
"4/354/218-8/XX723/-","129"
"XX4/4/8-8-25X7/X44","157"
"8/X3/137--/-4154/X44","120"
"XX3/41-/51XX819/9","158"
"81534/X5/816/716314","123"
"1/3/X1/53-9637-X81","129"
"9-XX1/7-X81265/6/1","137"
"XXXX325/X53182/6","174"
"X454/525/6/X276/7/X","151"
"6/X6/XXX42-/2/11","161"
"1/X81XXX5/8-7/-2","161"
"X816-8-8-8/-/4-9-1/X","107"
"5/4/6/X2/X63X7/71","163"
"31-/343/616/-/X176/9","122"
"3/7/5/5/X-/5/54XX91","175"
"1/53XX1/312-6-X8-","115"
"X139-X-772X1/XX44","142"
"-/31X8-3/-8X9/3/45","117"
"7/-6-2636/X7-3/XX14","127"
"9/8/XX3/72111/2181","133"
"XX17X724/3/8/4/4/6","150"
"9/3143-/X457/1/XX63","148"
"9-X4/62187-447/6235","109"
"348/72215/6/XXX9-","159"
"5/XX72XX1872X-0","143"
"9/8/7/9-X1/5-6/9-31","135"
"X1/X18427-3/1/6/3/2","133"
"6/X17623/XX217/1-","124"
"3/X-/2/XX7/X238/5","174"
"31-/X4/X2/13X81-5","132"
"1/9-X5-X6114241-X61","101"
"3/XX-/X8/142/3/32","147"
"2/52X4/9-72-6XXX51","156"
"X6/X-/815/X-14/6/2","147"
"-3X23X2754XXXX13","155"
"1/6/3/XX5/3/8/9-25","160"
"X635/3/XXX-98/X64","179"
"X1-54XX3-XX8/2/9","139"
"XX-/2735336/9/2/X81","145"
"9-5/415-XX6/415-5/9","122"
"4/54X6/2-4/1/X4/7/3","139"
"45X1/2/1/44XX5/X43","156"
"XXXXX7/1/X1/X18","227"
"7/9/34XXXX5116-9","162"
"9-7153-/369/2/8/7261","110"
"8-3/239/X42428-5/X54","120"
"7-X424/5/-/-/X1/X73","144"
"3/5-9/4/XXX1/4154","153"
"XX4114-/X-6-/6/X42","143"
"8-X9/4/7/-/X2/X18","157"
"5-XXX2/X3/273/81","165"
"X6/X51XX-66272X35","139"
"3-X6236X8/XX71X5-","146"
"9/X-17-16211/81-/-/4","100"
"42X5/5/X243/715/4/7","139"
"X517/XXX3/-2153/1","144"
"2/XXX71X4/61XX62","190"
"315/5/-/-32/-6XX5-","103"
"27-/8/7-9-8/1/X5/2-","125"
"7/X218-8/42266/XX33","131"
"X-72-6/X41-14/X4/-","117"
"X5/-06/122/4/119-9-","89"
"33XX366/6/5/9/2623","132"
"3/4/X3/X8/X9-546/X","171"
"X9/1/1/7/16X9-X72","133"
"726-X7/X-/X9-6-3/1","140"
"9-XX276/X418-9/72","133"
"421/5/-61/XX43353/5","128"
"7/7/6381X9-7/X6/6/8","153"
"9-212536X7/9-9--/X53","123"
"-/2/81X629-XX435/9","141"
"4/X8/XXXXXX8/4","242"
"XX266/8-X8-9/7/4/X","151"
"6/147/511/2/7/XX-7","130"
"X9-XX1/XX9-2/X91","186"
"1/34XXX-/4/XX8-","178"
"2-6/X9-XXXXX7/9","206"
"5/XX4/517/X17X43","155"
"517/8-54819/215/4/X23","114"
"2/41X14X321/X9-X72","126"
"453/8/7/7-X8/63XX82","161"
"X6/535/XXXX1145","167"
"XX8-43XXXX-3X71","175"
"4/3/XXX3/9/X9-8/X","193"
"9-146/1/XX544-1/5/9","136"
"-4XXXX14XX6/8/8","187"
"5/5/814/5/X2--37/9-","122"
"6/5-XXX6/X9/X52","180"
"227/XXXX5/XX6/-","205"
"X428/618-X5/713/-/4","122"
"X8/8/9/6/XX52-/-1","153"
"8/XX25X8/3/XX71","172"
"33275361X2/XX347/X","137"
"XX8/X44-011X5171","126"
"71XX3/X2/8/538125","148"
"7/7-184/5/24X1632X-2","107"
"X5/54714/5/9-XX2/1","148"
"639/3/9/4/637/8-3/X61","143"
"9/-/2/8-7/8/422/3-5-","107"
"XXX2/159-8-9/33X91","145"
"-/24XX3/7/X22X-4","134"
"4/X3/-1-3XXX163-","132"
"81XXX4/X-2XXX82","195"
"3/X7/4/X7/32-/2/X63","163"
"14429/3/X4/5/9-X43","131"
"X9-2/53329-625/X8/X","133"
"XXX3/43X4/X8/X7-","191"
"8/X9--/442/31X8/6/2","135"
"XX3/XX9/-/9-3-X-4","167"
"9/X7/3/7/9-XX6/X33","180"
"XXX9/638-X2/X4/-","182"
"XXXX11-59-4/X8/7","166"
"X7-61454/5/7125XX33","126"
"XX61X1/2353X512/5","132"
"X6/XXXX724/729-","190"
"X-/8-81XX7/25XX9-","169"
"4/XX7/-2134542X21","114"
"512-X8/8/XX4/1-81","131"
"6/-87/425/-28/X2-X82","104"
"-7X8-724/3/1/53-/8-","115"
"X9/8-6/811-X8/5/6/6","141"
"6/XX9/X7/7/X8-4/7","189"
"4/X7/329-XX427/7/4","144"
"X629/2/326/4512XX9-","130"
"9--8272/7/8/6/36X72","127"
"8/5/-08145X23218-X18","93"
"8/81XXXX3/319/44","169"
"6/5/6-8-XX62X8/23","134"
"X4/5/XXX6/634/52","178"
"X9/X1/6151XX418/5","148"
"XX713/2/7/1/X9/9/7","169"
"5161X9-9-54X53455/8","112"
"7/XXX3/8/-/X32X63","180"
"-/9/X2763422/7/X9-","147"
"XX7/8/3/XX7/3-X7-","178"
"XX8/4/239/6-X9/X8-","159"
"7/-37/XX514/X21X18","135"
"9/X9/2/4/X2/2/X9-","166"
"6/5/X2/8/9-81X72X5-","153"
"XX6-71329/5/7/-3X45","125"
"X5/1/XX4-8/7/3/5/1","149"
"615/X6/X8-XX1/X72","173"
"2/8/X-8XXX7/716/9","185"
"9-X3/628/5/8/7/6-X-X","145"
"51X62X36X13X6/45","121"
"X7/XXX419--4622/3","148"
"257141XX44X431/XX","134"
"X-42-9/6-9-9-X-/5/8","113"
"XXXX721/2/16X54","173"
"71X9-7-5/XX-/63-0","128"
"9/7-X1252619/-/4/5/3","106"
"4-44X6/7/331/X35X54","133"
"622/9-7/7/4/125/XX81","148"
"-/XX2/272/8-XX31","150"
"3/8-8-532581X3/6/54","118"
"-12/1132631/X6/5/X81","122"
"X8/3-2/XX63-06-35","124"
"XXX516/-/5/3562-/-","141"
"-/2/9/9-9/XX3-438/-","135"
"365-X336/8/X6/X3/6","150"
"4/1/9/9/5/81X6/3/3/8","155"
"9/7/XXX278/X2/XX","197"
"X4/8-X6/31357-9--/9","126"
"X3/X8-819-63611/11","113"
"8/2/X7/X26549/621/7","148"
"531/X513/XXX3/7/5","175"
"9-44136/X818/4/6/9/7","135"
"8118429/X9/8/6-4/X-9","143"
"8-819/721-5/3/72XX--","113"
"XXX7/13X5/6/1/7/6","172"
"1/6/XX145/-/2/6/8-","141"
"3/9-8-XXX7/9/4/X26","184"
"3/4/XX7-721/X6/51","155"
"3-4516X54X5/X4-63","114"
"9-XX23XX4/1--7X43","131"
"X5/-/7218419-811/3/3","114"
"42X61XXX9/4/1/X51","170"
"722/422/6/7/2/347162","110"
"81-118236/4/X6/X27","126"
"9/9/16-/9-14XX4/14","130"
"5/XXXXX8--/9/X73","223"
"5/3--/X53-/9--18/X-X","131"
"6-4/4/2411XX8-X1/7","131"
"X8/8/7/4/449-3/X5/7","157"
"X713/5/8/-7X9-X9-","132"
"XXX-/XX5/43-/X53","194"
"5-3-XX8-8-81XX81","135"
"4/455/724/8--/2/-5X91","122"
"8/X26XXX412115X-5","144"
"7/9-X4/3/X334/9/8/9","159"
"X2/3/-/268/X-/22X54","138"
"8/71231-8/X8-X-/1/1","119"
"X2/51XX8/9-X9-9-","154"
"-38-X8/X3-X611/X-4","125"
"1/XXXXXX63XX8-","240"
"8/2372X5/9-62441/X5-","125"
"8-71X2/X8/-/X9-9-","143"
"X9/-1129-8/3/6/X9-","120"
"2/81X3/8-6/3/7-542/5","134"
"X72X518-8/9--/2/X-9","137"
"8-5-432216411/279/5-","77"
"X9-4/1343X6/-54/4/-","109"
"4/2-2/454-X24819-5/1","92"
"6/7/X9-4/3/27XX51","146"
"XXX4/349/9-X8-7/9","167"
"5/524/7/XX7/2/X63","166"
"X544/X2/458/27618-","127"
"52X4/2-63X137/9-9-","105"
